         417585 function calls (394430 primitive calls) in 0.280 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.003    0.003 retry.py:1(<module>)
       38    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       86    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _local.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2383(_IPv6Constants)
        2    0.000    0.000    0.001    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:2199(__init_subclass__)
       95    0.000    0.000    0.000    0.000 enum.py:1335(value)
        1    0.000    0.000    0.004    0.004 header.py:1(<module>)
      114    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       65    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      104    0.000    0.000    0.000    0.000 enum.py:919(<lambda>)
        1    0.000    0.000    0.017    0.017 css_parser.py:326(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        4    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        8    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       24    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.016    0.008 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.000    0.000 inspect.py:2479(_signature_from_callable)
        1    0.000    0.000    0.035    0.035 _base_connection.py:1(<module>)
       20    0.000    0.000    0.000    0.000 enum.py:1437(_iter_member_by_value_)
        1    0.000    0.000    0.003    0.003 css_types.py:1(<module>)
        9    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        1    0.000    0.000    0.000    0.000 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1895(_split_scope_id)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        8    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
       10    0.000    0.000    0.000    0.000 enum.py:944(_get_mixins_)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
        1    0.000    0.000    0.012    0.012 feedparser.py:1(<module>)
       43    0.000    0.000    0.000    0.000 typing.py:1105(__hash__)
      129    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        4    0.000    0.000    0.000    0.000 typing.py:2054(__new__)
        6    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
        1    0.000    0.000    0.004    0.004 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1579(_IPv4Constants)
       20    0.000    0.000    0.000    0.000 enum.py:1447(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
       28    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
        4    0.000    0.000    0.000    0.000 typing.py:1748(__getitem__)
       12    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.280    0.280 financial_enhanced.py:1(<module>)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.011    0.011 _policybase.py:1(<module>)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _abc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:352(Distribution)
        1    0.000    0.000    0.000    0.000 _abc.py:101(PurePathBase)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 typing.py:812(Literal)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _local.py:482(Path)
       20    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 css.py:44(CSS)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:544(HTTPResponse)
       42    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
       22    0.000    0.000    0.000    0.000 functools.py:66(wraps)
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
        5    0.000    0.000    0.000    0.000 enum.py:934(_check_for_existing_members_)
        2    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.001    0.001 errors.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        5    0.000    0.000    0.000    0.000 inspect.py:2728(__init__)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        5    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
       27    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 response.py:301(BaseHTTPResponse)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        1    0.000    0.000    0.000    0.000 threading.py:1350(__init__)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        4    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:600(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:3068(from_callable)
       53    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x10115c720}
        6    0.000    0.000    0.000    0.000 enum.py:1218(_add_alias_)
        1    0.000    0.000    0.000    0.000 __init__.py:1302(ZipFile)
        4    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 _meta.py:11(PackageMetadata)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 ssl.py:792(SSLObject)
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
       40    0.000    0.000    0.000    0.000 enum.py:797(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:869(__init__)
       28    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        4    0.000    0.000    0.001    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.071    0.071 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glob.py:527(_StringGlobber)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        2    0.000    0.000    0.000    0.000 typing.py:415(decorator)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        5    0.000    0.000    0.000    0.000 functools.py:867(_is_union_type)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
       35    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
    29/28    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1924(IPv6Address)
        1    0.000    0.000    0.000    0.000 __init__.py:61(Sectioned)
       17    0.000    0.000    0.000    0.000 ssl.py:972(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 css_match.py:535(CSSMatch)
        1    0.000    0.000    0.000    0.000 queue.py:40(Queue)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
       13    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
       41    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        4    0.000    0.000    0.000    0.000 __init__.py:898(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 __init__.py:691(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 traceback.py:997(TracebackException)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        5    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
       13    0.000    0.000    0.000    0.000 enum.py:805(__members__)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        1    0.000    0.000    0.000    0.000 glob.py:331(_Globber)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:19(package_to_anchor)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
       22    0.000    0.000    0.000    0.000 typing.py:553(__repr__)
       14    0.000    0.000    0.000    0.000 typing.py:1742(<genexpr>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       12    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 typing.py:1813(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:1846(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        5    0.000    0.000    0.000    0.000 enum.py:963(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 __init__.py:1110(StreamHandler)
        1    0.000    0.000    0.000    0.000 traceback.py:428(StackSummary)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        1    0.000    0.000    0.000    0.000 css_match.py:432(Inputs)
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
        1    0.000    0.000    0.000    0.000 typing.py:3048(NamedTuple)
       25    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       13    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        2    0.000    0.000    0.001    0.000 hashlib.py:82(__get_builtin_constructor)
       16    0.000    0.000    0.000    0.000 enum.py:1735(_simple_enum)
        6    0.000    0.000    0.000    0.000 functools.py:871(_is_valid_dispatch_type)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 message.py:981(MIMEPart)
        1    0.000    0.000    0.000    0.000 __init__.py:126(EntryPoint)
        1    0.000    0.000    0.000    0.000 tempfile.py:864(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 connection.py:548(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
       17    0.000    0.000    0.000    0.000 typing.py:1807(__eq__)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        3    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:2528(get_origin)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 __init__.py:203(Path)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        1    0.000    0.000    0.000    0.000 inspect.py:3016(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:2503(_strip_annotations)
        1    0.000    0.000    0.000    0.000 __init__.py:102(CompleteDirs)
        1    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 __init__.py:192(_Extra)
        1    0.000    0.000    0.000    0.000 element.py:1274(NavigableString)
       12    0.000    0.000    0.000    0.000 __init__.py:819(__init__)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1307(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _functional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:716(FastPath)
        5    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
        1    0.000    0.000    0.000    0.000 __init__.py:1433(_fixupChildren)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3884(TypeAliasType)
       16    0.000    0.000    0.000    0.000 typing.py:1803(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2216(IPv6Interface)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        2    0.000    0.000    0.000    0.000 __init__.py:957(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:921(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:815(register_treebuilders_from)
        2    0.000    0.000    0.000    0.000 __init__.py:458(validate)
        1    0.000    0.000    0.000    0.000 __init__.py:1462(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:250(EntryPoints)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 __init__.py:98(register)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1430(IPv4Interface)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        1    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:410(_tp_cache)
        6    0.000    0.000    0.000    0.000 typing.py:3112(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.001    0.001 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:374(ZipInfo)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:870(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 element.py:1494(Doctype)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        4    0.000    0.000    0.000    0.000 enum.py:793(__iter__)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
       16    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 url.py:80(Url)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:971(clear)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _colorize.py:13(ANSIColors)
        1    0.000    0.000    0.000    0.000 random.py:880(SystemRandom)
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        8    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
       12    0.000    0.000    0.000    0.000 _parser.py:165(__delitem__)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 socket.py:497(_real_close)
        1    0.000    0.000    0.000    0.000 traceback.py:276(FrameSummary)
        1    0.000    0.000    0.000    0.000 poolmanager.py:162(PoolManager)
        1    0.000    0.000    0.000    0.000 queue.py:316(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:61(BeautifulSoupHTMLParser)
        2    0.000    0.000    0.000    0.000 warnings.py:188(_add_filter)
        1    0.000    0.000    0.000    0.000 __init__.py:899(PathDistribution)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:265(_register_at_fork_reinit_lock)
       12    0.000    0.000    0.000    0.000 typing.py:3004(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
       14    0.000    0.000    0.000    0.000 enum.py:1454(<lambda>)
        7    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        2    0.000    0.000    0.000    0.000 __init__.py:691(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _typing.py:45(_RegularExpressionProtocol)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 fields.py:153(RequestField)
        1    0.000    0.000    0.000    0.000 __meta__.py:143(_get_canonical)
        2    0.000    0.000    0.000    0.000 warnings.py:170(simplefilter)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.000    0.000 __init__.py:814(Filterer)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:865(ZipExtFile)
        1    0.000    0.000    0.000    0.000 filter.py:43(ElementFilter)
       20    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 __init__.py:654(DistributionFinder)
        1    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        1    0.000    0.000    0.000    0.000 random.py:225(__init_subclass__)
        1    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 poolmanager.py:56(PoolKey)
        8    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:444(PercentStyle)
        1    0.000    0.000    0.001    0.001 __init__.py:477(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 _abc.py:55(ParserBase)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:821(Prepared)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:330(HTMLParserTreeBuilder)
       11    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 inspect.py:3347(signature)
        6    0.000    0.000    0.000    0.000 inspect.py:3063(<genexpr>)
        1    0.000    0.000    0.000    0.000 abc.py:199(SourceLoader)
        1    0.000    0.000    0.000    0.000 ssl.py:394(_ASN1Object)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4154(Format)
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        4    0.000    0.000    0.000    0.000 functools.py:995(__init__)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _collections.py:63(RecentlyUsedContainer)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 connectionpool.py:67(ConnectionPool)
        1    0.000    0.000    0.000    0.000 threading.py:620(set)
        1    0.000    0.000    0.000    0.000 element.py:308(ContentMetaAttributeValue)
        2    0.000    0.000    0.000    0.000 __init__.py:1682(addHandler)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 __init__.py:439(SAXTreeBuilder)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 __init__.py:1337(Manager)
        1    0.000    0.000    0.000    0.000 glob.py:8(Translator)
        1    0.000    0.000    0.000    0.000 parse.py:361(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2408(_SpecialForm)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        1    0.000    0.000    0.000    0.000 typing.py:395(_flatten_literal_params)
        4    0.000    0.000    0.000    0.000 __init__.py:1307(append)
        1    0.000    0.000    0.000    0.000 __init__.py:554(Formatter)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
        1    0.000    0.000    0.000    0.000 financial_enhanced.py:60(main)
        1    0.000    0.000    0.000    0.000 warnings.py:518(deprecated)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1497(IPv4Network)
        1    0.000    0.000    0.000    0.000 css_match.py:1562(SoupSieve)
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:214(AddrlistClass)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 client.py:1454(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.000    0.000 threading.py:592(__init__)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 _request_methods.py:20(RequestMethods)
        1    0.000    0.000    0.000    0.000 request.py:39(_TYPE_FAILEDTELL)
        1    0.000    0.000    0.000    0.000 typing.py:580(__getitem__)
        1    0.000    0.000    0.000    0.000 threading.py:141(_RLock)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 client.py:1506(IncompleteRead)
        1    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
        1    0.000    0.000    0.000    0.000 threading.py:428(notify_all)
        4    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        1    0.000    0.000    0.000    0.000 __meta__.py:40(Version)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:281(SelectSelector)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:1230(<genexpr>)
        1    0.000    0.000    0.000    0.000 feedparser.py:46(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 css_parser.py:360(_Selector)
        1    0.000    0.000    0.000    0.000 __init__.py:1119(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1210(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
        1    0.000    0.000    0.000    0.000 <frozen os>:1126(__subclasshook__)
        1    0.000    0.000    0.000    0.000 ssl.py:185(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 threading.py:269(Condition)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        1    0.000    0.000    0.000    0.000 models.py:245(CharsetMatches)
        1    0.000    0.000    0.000    0.000 _warnings.py:26(MarkupResemblesLocatorWarning)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
