"id","created_at","name","has_test","alternate_url"
""120097262"" ""2025-04-30T08:16:14+0300"" "Junior" "true" ""https://hh.ru/vacancy/120097262""
""120103301"" ""2025-04-30T10:27:21+0300"" "Middle" "false" ""https://hh.ru/vacancy/120103301""
""119897384"" ""2025-04-30T10:28:58+0300"" "-" "false" ""https://hh.ru/vacancy/119897384""
